WKT,osm:_timestamp,osm:_user,osm:accessibility,osm:addr:city,osm:addr:postcode,osm:addr:street,osm:amenity,osm:barrier,osm:barrier:gate,osm:barrier:security_fence,osm:building:blocks,osm:building:classrooms,osm:building:levels,osm:building:library,osm:building:material,osm:building:roof,osm:condition,osm:contact,osm:contact:,osm:contact:address,osm:contact:email,osm:contact:mobile,osm:contact:person,osm:contact:phone,osm:education:admission_fee,osm:education:board_of_management,osm:education:boarding,osm:education:bom,osm:education:bom_employed,osm:education:bom_how_many,osm:education:committees,osm:education:curriculum,osm:education:exam_affiliate,osm:education:exam_center,osm:education:exam_fee,osm:education:extra_agriculture_club,osm:education:extra_drama,osm:education:extra_music,osm:education:extra_nature_club,osm:education:extra_other,osm:education:extra_scouts,osm:education:extra_scouts/girl_guide,osm:education:extra_scouts:girl_guide,osm:education:extra_sports,osm:education:extra_woodwork,osm:education:fees,osm:education:fees_admission,osm:education:fees_exam,osm:education:fees_level,osm:education:fees_level1,osm:education:fees_level2,osm:education:fees_level3,osm:education:fees_level4,osm:education:fees_level5,osm:education:fees_level6,osm:education:fees_lunch,osm:education:fees_optional,osm:education:fees_other,osm:education:fees_per_term,osm:education:fees_per_year,osm:education:fees_sponsored,osm:education:fees_trip,osm:education:funding,osm:education:gender_type,osm:education:government_grants,osm:education:government_registered,osm:education:government_registered_which_ministry,osm:education:how_many,osm:education:lunch_fee,osm:education:management_committee,osm:education:mean,osm:education:mean_score,osm:education:nemis_code,osm:education:ntsa_approved_teachers,osm:education:num_classes,osm:education:operate_as,osm:education:operator,osm:education:other,osm:education:parents_teachers_association,osm:education:program_counselling,osm:education:program_feeding,osm:education:program_feeding_description,osm:education:program_feeding_description_1,osm:education:program_feeding_description_2,osm:education:program_orphans,osm:education:program_other,osm:education:program_sanitary_towel,osm:education:program_special_needs,osm:education:pta,osm:education:sanitary_towel,osm:education:sanitary_towel_distribution,osm:education:school_head,osm:education:special_needs,osm:education:sponsored_by,osm:education:sports,osm:education:student_female,osm:education:student_male,osm:education:students,osm:education:students_female,osm:education:students_male,osm:education:supported_by,osm:education:teachers,osm:education:teachers_female,osm:education:teachers_male,osm:education:teachers_trained,osm:education:teachers_tsc_registered,osm:education:teachers_under_going_training,osm:education:teachers_undergoing_training,osm:education:teachers_untrained,osm:education:trip_fee,osm:education:tsc_employ,osm:education:tsc_employed,osm:education:tsc_how_many,osm:education:type,osm:education:type_of_vocational_school,osm:education:which_ministry,osm:educations:sponsored_by,osm:electricity:operational_status,osm:government:registered,osm:government:registered_1,osm:government:registered_3,osm:id,osm:image,osm:image:classroom,osm:image:compound,osm:image:outside,osm:image:sign_post,osm:internet_access,osm:is_in:constituency,osm:is_in:estate,osm:is_in:village,osm:is_in:ward,osm:isced:level,osm:laboratory,osm:laboratory:equipment,osm:leisure,osm:level,osm:location,osm:name,osm:name:en,osm:operational_status:electricity,osm:operator,osm:operator:description,osm:operator:funding,osm:operator:name,osm:operator:type,osm:operator_type,osm:place:village,osm:playground,osm:playground:arranged_name,osm:polling_station:accessibility,osm:polling_station:election_year,osm:polling_station:nearest_health_centre,osm:polling_station:nearest_police_station,osm:polling_station:source,osm:polling_station:type,osm:polling_station:type_description,osm:registered_voters,osm:registration_date,osm:registration_year,osm:room:kitchen,osm:room:staff,osm:source,osm:start_date,osm:station:type_description,osm:toilet:arranged_name,osm:toilet:boys_toilet,osm:toilet:girls_toilet,osm:toilet:present,osm:toilet:teachers,osm:toilets,osm:toilets:female,osm:toilets:handwashing,osm:toilets:male,osm:toilets:teachers,osm:type,osm:waste:garbage_disposal,osm:water:hand_wash_facility,osm:water:source,osm:water:source_of_water,osm:water_source,osm:wikidata
"MULTIPOINT ((36.846055 -1.265375))",2021/10/10,mueschel,foot,,,,school,,,,"2","8","0",,cement_block,iron_sheet,,,,"P. O Box 68452-00622, Nairobi",,,,,,,,,,,,2_6_3_3_3,,,,,yes,yes,,,no,,,yes,,yes,"500",,,"12000",,,,,,"0",,Exam is from fees,,"12000",,"1000",,mixed,no,in_the_process,apbet,,,yes,,,yes,,"8",day_school,,,,yes,yes,school_fees,,,yes,,no,yes,yes,,,Samuel Anditi,,,,,,"407","195","212",foreign_donors,"13","13","0","13","13","0",,"0",,,,,pre_primary,,,,always,,,,node/9154949209,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626336272746.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626337168617.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626337139380.jpg,,,,,,,,,,,,mathare,Destiny Community School,,,,Destiny Community School,,,community_owned,,,outside_public_arranged,Slum Soccer,,,,,,,,,,,,,,,,,,,,"3",yes,"3",yes,"3",,,,,,,tap,
"MULTIPOINT ((36.850175 -1.262682))",2021/11/24,muindre,foot,,,,school,,,,"1","1","0",,concrete,iron_sheet,,,,,dentmathare@gmail.com,,,"0728254226",,,,,no,"0",,2_6_3_3_3,none,no,,,no,no,,none,no,,,yes,,yes,"300","50",,"900",,,,,,"20",,The needy pupils don't pay for lunch they are being sponsored with the school management,,"2700",,"500",,mixed,yes,mgcsd,,,,yes,,"0",yes,,"3",day_school,,,,yes,yes,sponsored,,,yes,none,no,no,yes,,,Judy Wanjiku,,,,,,"102","53","49",local_ngos,"0","3","0","2","0",,"0","0",,,no,"0",pre_primary,,,,never,,,,node/9155035602,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626427925485.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626427896008.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626427733191.jpg,,,,,,,,,,,,mathare,Deut Learner Academy,,,,dent_learner_academy,,,cbo,,,outside_public_arranged,depot_playing_ground,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.852039 -1.26277))",2021/10/07,Peter Agenga,foot,,,,school,,,,"0","1","0",,iron_sheet,iron_sheet,,,,,,,,"0748301382",,,,,no,"0",,2_6_3_3_3,none,no,,,yes,no,,none,no,,,yes,,yes,"200","200",,"1050",,,,,,"20",,,,"3150",,"600",,mixed,no,mgcsd,,,,no,,"0",no,,"3",day_school,,,,yes,no,,,,yes,none,no,yes,no,,,Patrick Ochieng,,,,,,"147","80","67",local_ngos,"0","2","0","0","0",,"0","0",,,,,pre_primary,,,,always,,,,node/9155265221,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626424663974.jpg,,,,,,,,,,,,,,mathare,Chosen Vessel Academy,,,,chosen_vessel,,,cbo,,,outside_public_arranged,depot,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.85216 -1.263771))",2021/10/09,fondolucy,foot,,,,school,,,,"2","3","0",,iron_sheet,iron_sheet,,,,,,,,"0705505930",,,,,no,"0",,2_6_3_3_3,,,,,no,no,,none,no,,,no,,yes,"0","0",,"300",,,,,,"0",,"0",,"2700",,"250",,mixed,no,mgcsd,,,,yes,,"0",yes,,"3",day_school,,,,yes,yes,sponsored,,,yes,none,no,no,yes,,,Mary Bakira,,,,,,"36","20","16",,"3","2","1","3","2","0","0","0",,,no,"0",pre_primary,,,,never,,,,node/9157423748,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626422151832.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626422217550.jpg,,,,,,,,,,,,mathare,Roots Institute Centre,,,,Roots Institute Centre,,,cbo,,,outside_public_arranged,Depot play ground,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"2",,,,,,,tap,
"MULTIPOINT ((36.84449 -1.266277))",2021/10/08,fondolucy,"big_vehicles,foot,small_cars",,,,school,,,,"1","7","1",,cement_block,concrete,,,,"P O Box 17033-00510, Nairobi",,,,"0727125636",,,,,,,,2_6_3_3_3,,,,,no,no,,,no,,,no,,yes,"200","0",,"18000",,,,,,"0",,,,"21000",,"0",,mixed,no,apbet,,,,no,,,no,,"7",day_school,,,,yes,no,,,,no,,no,no,no,,,Gilbert Omukuba,,,,,,"213","92","121",cbo,"7","7","0","6","6","1",,"0",,,,,pre_primary,,,,always,,,,node/9157462997,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626339509502.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626339536623.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626339566331.jpg,,,,,,,,,,,,mathare,Edom Springs Community School,,,,Edom springs community school,,,cbo,,,outside_public_arranged,Pequin(slum soccer),,,,,,,,,,,,,,,,,,,yes,"1",,"3",yes,"3",,,,,,,water_tank,
"MULTIPOINT ((36.867502 -1.260403))",2021/10/16,mueschel,"small_cars,big_vehicles,foot",,,,school,,,,"2","4","0",,"concrete,cement_block",iron_sheet,,,,,Fridahkyule47@gmail.com,,,"0704807029",,,,,,,,2_6_3_3_3,,no,,,yes,yes,,,yes,,,yes,,yes,"1000","0",,,"12000","12000",,,,"0",,,,"12000",,"0",,mixed,no,apbet,,,,yes,,,no,,"4",day_school,,,,yes,yes,sponsored,,,yes,,no,yes,no,,,Fridah kyule,,,,,,"53","22","31",,"3","3","0","3","3","0",,"0",,,,,primary,,,,always,,,,node/9157510917,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627467815401.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627467845600.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627467869449.jpg,,,,,,,,,,playground,,mathare,Precious Child Juniour School,,,,Precious child juniour school,,,individual,,,,,,,,,,,,,,,,,,,,,,,,"1",yes,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.867562 -1.260383))",2021/10/08,muindre,foot,,,,school,,,,"1","3","0",,"iron_sheet,concrete",iron_sheet,,,,,Fridahkyule47@gmail.com,,,"704807029",,,,,,,,"8_4_4,2_6_3_3_3",,no,,,yes,yes,,,yes,,,yes,,yes,"1000","0",,"3500",,,,,,"0",,,,"3500",,"0",,mixed,no,apbet,,,,yes,,"0",no,,"3",day_school,,,,yes,yes,sponsored,,,yes,,no,yes,yes,,,Fridah Kyule,,,,,,"55","24","31",other,"3","2","1","0","0","0",,"0",,,,,pre_primary,,,,always,,,,node/9157526117,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627468029080.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627468041862.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627468069189.jpg,,,,,,,,,,playground,,mathare,Precious Child Junior School,,,,Precious Child Junior School,,,individual,,,,,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.865057 -1.259493))",2021/10/08,Peter Agenga,foot,,,,school,,,,"1","1","1",,iron_sheet,iron_sheet,,,,35944-0200,viarajunior@gmail.com,,,"0718200369",,,,,no,"0",,2_6_3_3_3,,no,,,yes,yes,,none,no,,,yes,,yes,"0","600",,"4500",,,,,,"0",,,,"7200",,"0",,mixed,no,apbet,,,,yes,,"0",yes,,"3",day_school,,,,yes,no,,,,no,none,no,no,yes,,,Linet Mugami,,,,,,"62","30","32",cbo,"1","1","0","0","0",,"0","1",,,no,"0",pre_primary,,,,always,,,,node/9157581496,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627373266257.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627373347271.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627373316391.jpg,,,,,,,,,,,,mathare,Viara Junior Academy,,,,viara_junior_academy,,,ngo,,,outside_public_arranged,police_depot,,,,,,,,,,,,,,,,,,,yes,"0",,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.86477 -1.258221))",2021/10/08,Peter Agenga,"small_cars,big_vehicles,foot",,,,school,,,,"1","3","1",,"wood,iron_sheet,concrete",iron_sheet,,,,"77102",otemojames3@gmail.com,,,"0798704003",,,,,no,"0",,2_6_3_3_3,"0",no,,,no,no,,none,no,,,no,,yes,"250","100",,,,,,,,"150",,,,"12000",,"0",,mixed,no,in_the_process,,,,no,,"0",no,,"3",day_school,,,,no,yes,school_fees,,,no,The school is new. We have already started,no,no,no,,,Otemo James,,,,,,"23","12","11",other,"2","1","1","2","0",,"2","0",,,no,"0",daycare,,,,sometimes,,,,node/9157588815,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627382138739.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627382379608.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627382122205.jpg,,,,,,,,,,playground,,mathare,Omega Learning Centre,,,,mabatini_pentecostal_assembly_of_god,,,private_for_profit,,,,,,,,,,,,,,,,,,,,,,,yes,"1",,"0",yes,"0",,,,,,,tap,
"MULTIPOINT ((36.868003 -1.258647))",2021/10/16,mueschel,"small_cars,foot",,,,school,,,,"1","12","0",,iron_sheet,iron_sheet,,,,48800-00100 Nairobi,,,,"0722960366",,,,,,,,"8_4_4,2_6_3_3_3",Genisis Imaculate,no,,,no,yes,,,yes,,,yes,,yes,"500","0",,,"4000","4000",,,,"2000",,,,"12000",,"1500",,mixed,no,mgcsd,,,,yes,,"250",yes,,"8",day_school,,,,yes,yes,school_fees,,,yes,,no,yes,no,,,Caroline Kemuto,,,,,,"91","36","55",,"10","9","1","6","2","3",,"0",,,,,primary,,,,always,,,,node/9157591417,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627372229122.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627372300448.jpg,,,,,,,,,,,,mathare,Joyrina Junior Academy,,,,individual,,,individual,,,no,,,,,,,,,,,,,,,,,,,,,"1",yes,"4",yes,"3",,,,,,,tap,
"MULTIPOINT ((36.864823 -1.258264))",2021/10/08,Peter Agenga,small_cars big_vehicles foot,,,,school,,,,"1","7","1",,"cement_block,concrete,iron_sheet_wood",iron_sheet,,,,,almaskhan@gmail.com,,,"0724011933",,,,,no,"0",,2_6_3_3_3,"0",no,,,no,no,,none,no,,,no,,yes,"500","0",,"13500",,,,,,"0",,,,"13500",,"0",,mixed,no,mgcsd,,,,no,,"0",yes,,"3",day_school,,,,no,yes,school_fees,,,yes,none,no,no,no,,,Shills Almas Abdala,,,,,,"16","8","8",cbo,"4","4","0","4","4",,"0","0",,,no,"0",pre_primary,,,,never,,,,node/9157597805,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627379970632.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627380008762.jpg,,,,,,,,,,,,,mathare,Wema Learning Centre,,,,wema_community_organization,,,cbo,,,outside_public_arranged,outside_the_school_compound,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.865136 -1.259389))",2021/10/08,Peter Agenga,foot,,,,school,,,,"1","1","0",,"wood,iron_sheet",iron_sheet,,,,35944-00200,viarajunior@gmail.com,,,"0718200369",,,,,no,"0",,"8_4_4,2_6_3_3_3",Ngei PAG,no,,,yes,yes,,none,no,,,yes,,yes,,"600",,,,,,,,,,,,"7200",,,,mixed,no,apbet,,,,yes,,"0",yes,,"8",day_school,,,,yes,no,,,,no,none,yes,no,yes,,,Linet Mugami,,,,,,"80","43","37",,"4","2","2","1","0",,"0","0",,,no,"0",primary,,,,always,,,,node/9157599989,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627373263255.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627373362938.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627373323268.jpg,,,,,,,,,,,,mathare,Viara Junior Academy,,,,viara_junior_academy,,,cbo,,,outside_public_arranged,police_depot,,,,,,,,,,,,,,,,,,,yes,"0",,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.864831 -1.2581))",2021/10/08,Peter Agenga,"small_cars,big_vehicles,foot",,,,school,,,,"1","7","1",,"cement_block,iron_sheet,wood,concrete",iron_sheet,,,,,almaskhan911@gmail.com,,,"0724011933",,,,,no,"0",,"8_4_4,2_6_3_3_3",none,no,,,no,no,,none,no,,,yes,,yes,"500","200",,,"13500","13500",,,,"0",,,,"13500",,"0",,mixed,no,mgcsd,,,,yes,,"0",yes,,"5",day_school,,,,yes,yes,school_fees,,,yes,none,no,no,yes,,,Shills Almas Abdalla,,,,,,"84","47","37",cbo,"7","5","2","6","4",,"1","0",,,no,"0",primary,,,,never,,,,node/9157610203,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627380404769.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627380384764.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627380373266.jpg,,,,,,,,,,,,mathare,Wema Learning Centre,,,,wema_community_organization,,,cbo,,,outside_public_arranged,outside_the_school_compound,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.852179 -1.265348))",2021/10/08,fondolucy,"foot,small_cars,big_vehicles",,,,school,,,,"1","1","0",,iron_sheet,iron_sheet,,,,,Stareducationalcentre@gmail.com,,,"0713242590",,,,,,,,2_6_3_3_3,,,,,no,no,,,no,,,no,,yes,"300","180",,"6000",,,,,,"0",,,,"6000",,"0",,mixed,no,apbet,,,,no,,,yes,,"1",day_school,,,,yes,no,,,,yes,,no,no,yes,,,Esther Ndunge,,,,,,"35","19","16",cbo,"2","2","0","0","0","2",,"0",,,,,pre_primary,,,,never,,,,node/9157611045,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626253504512.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626253535827.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626253552810.jpg,,,,,,,,,,,,mathare,Star Education Centre,,,,Esther Ndunge,,,private_not_for_profit,,,no,,,,,,,,,,,,,,,,,,,,yes,"2",,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.864864 -1.258348))",2021/10/16,mueschel,"small_cars,big_vehicles,foot",,,,school,,,,"1","3","1",,cement_block,concrete,,,,6196-00200,jengaafrica@gmail.com,,,"0717737577",,,,,no,"0",,2_6_3_3_3,,,,,yes,yes,,none,no,,,yes,,yes,"500","300",,"9000",,,,,,"0",,,,"9000",,"0",,mixed,no,apbet,,,,yes,,"0",yes,,"3",day_school,,,,yes,yes,,,,no,none,no,no,yes,,,Wilfred Shitiavai,,,,,,"57","29","28",cbo,"3","3","0","3","0","0",,"0",,,no,"0",pre_primary,,,,always,,,,node/9157634599,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626430403636.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626430459525.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626430436234.jpg,,,,,,,,,,,,mathare,Millennium Academy,,,,millennium_community_development_project,,,cbo,,,outside_public_arranged,Heidi Marie,,,,,,,,,,,,,,,,,,,,"1",yes,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.867728 -1.257618))",2021/11/06,mueschel,"foot,big_vehicles,small_cars",,,,school,,,,"1","5","0",,iron_sheet,iron_sheet,,,,52830-00200,Josacomcentre@yahoo.com,,,"0721858937",,,,,,,,"8_4_4,2_6_3_3_3",NGEI P. A. G,no,,,yes,yes,,,yes,,,yes,,yes,"500","100",,,"2700","2700",,,,"900",,,,"2700",,"0",,mixed,no,mgcsd,,,,yes,,"250",yes,,"8",day_school,,,,yes,no,,,,yes,,yes,yes,yes,,,Joseph Agaziva,,,,,,"134","78","56",,"8","5","3","4","0","0",,"0",,,,,primary,,,,sometimes,,,,node/9157641317,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627378238226.jpg,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627378310967.jpg,,,,,,,,,,,,mathare,Jusama Community School,,,,cbo,,,community_owned,,,no,,,,,,,,,,,,,,,,,,,,,"2",yes,"3",yes,"3",,,,,,,tap,
"MULTIPOINT ((36.8536 -1.264664))",2021/10/09,fondolucy,"big_vehicles,foot,small_cars",,,,school,,,,"1","30","8",,concrete,iron_sheet,,,,"71484",bondenicentre@gmail.com,,,,,,,,no,,,"2_6_3_3_3,8_4_4",,yes,,,yes,yes,,,yes,,,yes,,sponsored,,,,,,,,,,,,Commitment fee,,,,,,mixed,no,moe,,,,yes,,"256",yes,,"8",day_school,,,,yes,yes,sponsored,,,no,,no,no,yes,,,Linabell Agak,,,,,,"891","420","430",international_ngos,"37","31","6","3","37","0",,"0",,,,,primary,,,,always,,,,node/9157650731,,,,,,,,,,,,,,playground,,mathare,Missions of Hope BH,,,,Missions of Hope,,,religious,,,outside_public_arranged,Centre,,,,,,,,,,,,,,,,,,,yes,"4",,"14",yes,"10",,,,,,,tap,
"MULTIPOINT ((36.870443 -1.260428))",2021/10/08,muindre,"small_cars,big_vehicles,foot",,,,school,,,,"1","10","1",,"iron_sheet,wood",iron_sheet,,,,8249-00200,,,,"0722817341",,,,,,,,2_6_3_3_3,,no,,,no,yes,,,yes,,,yes,,yes,"200","600",,"12000",,,,,,"50",,,,"12000",,,,mixed,no,in_the_process,apbet,,,no,,,yes,,"10",day_school,,,,yes,yes,school_fees,,,no,,no,no,no,,,Eunice Wokabi,,,,,,"355","164","191",cbo,"10","10","0","10","5","0",,"0",,,,,pre_primary,,,,often,,,,node/9157734217,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627547077895.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627547102503.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627547192243.jpg,,,,,,,,,,playground,,mathare,Woka Tender Care Junior Academy,,,,Woka tender care junior Academy,,,individual,,,,,,,,,,,,,,,,,,,,,,,yes,"1",,"3",yes,"3",,,,,,,tap,
"MULTIPOINT ((36.86504 -1.258254))",2021/11/25,muindre,foot,,,,school,,,,"1","1","1",,iron_sheet,iron_sheet,,,,10781-0400,upendochildrenedu@yahoo.com,,,0741159043/0721561070,,,,,no,"0",,2_6_3_3_3,none,no,,,no,yes,,none,yes,,,yes,,yes,"300","300",,"5400",,,,,,"20",,,,"8400",,,,mixed,no,mgcsd,,,,yes,,"0",yes,,"2",day_school,,,,yes,yes,school_fees,,,no,none,no,no,yes,,,Buya Godano,,,,,,"35","19","16",cbo,"2","2","0","1","0",,"1","0",,,no,"0",pre_primary,,,,sometimes,,,,node/9157787749,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627371275625.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627371354776.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627371368073.jpg,,,,,,,,,,,,mathare,Upendo Children Education and Rehabilitation Centre,,,,upendo_children_education_and_rehabilitation_centre,,,cbo,,,outside_public_arranged,masinde_muliro,,,,,,,,,,,,,,,,,,,yes,"0",yes,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.865007 -1.258516))",2021/10/16,mueschel,"small_cars,big_vehicles,foot",,,,school,,,,"0","1","1",,"iron_sheet,concrete,wood",iron_sheet,,,,"PO Box 14982-0100, Nairobi",millycentongweny@gmail.com,,,"0724867746",,,,,no,"0",,2_6_3_3_3,none,no,,,no,no,,none,no,,,yes,,sponsored,"0","0",,,,,,,,"0",,,,,,"0",,mixed,no,in_the_process,,,,yes,,"0",no,,"1",day_school,,,,no,yes,sponsored,,,yes,The feeding program and peace building. Women empowerment by saving with dignity,no,yes,yes,,,Millicent Ongweny,,,,,,"31","17","14",other,"3","3","0","2","1",,"1","0",,,no,"0",pre_primary,,,,never,,,,node/9157818673,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627375846256.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627375869437.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627375885591.jpg,,,,,,,,,,,,mathare,Magnificat Feeding Programme,,,,St Ann's (Daniel Comboni) catholic Chapel,,,religious,,,outside_public_arranged,juja_kenyatta_road_and_outside_the_school,,,,,,,,,,,,,,,,,,,,"0",yes,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.87326 -1.258877))",2021/10/08,muindre,"small_cars,big_vehicles,foot",,,,school,,,,"3","16","1",,concrete,iron_sheet,,,,"6850",,,,NA,,,,,no,,,"8_4_4,2_6_3_3_3",,yes,,,yes,yes,,,yes,,,yes,,free_primary_education,,,,,,,,,,"3300",,,,,,,,mixed,yes,moe,,,,yes,,"248",yes,,"8",day_school,,,,yes,yes,school_fees,,,no,,yes,yes,yes,,,Reginald Olukho,,,,,,"1238","595","643",,"13","10","3","13","13",,,,,,yes,"13",primary,,,,always,,,,node/9157962617,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627553360693.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627553287818.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627553517983.jpg,,,,,,,,,,playground,,mathare,Huruma Primary school,,,,Government of Kenya,,,government,,,,,,,,,,,,,,,,,,,,,,,yes,"6",,"12",yes,"10",,,,,,,water_tank,
"MULTIPOINT ((36.873176 -1.258153))",2021/10/08,muindre,"small_cars.big_vehicles,foot",,,,school,,,,"1","2","0",,concrete,iron_sheet,,,,Po box18381 Nairobi,stsaviour@gmail.com,,,"0726777123",,,,,,,,2_6_3_3_3,,yes,,,yes,yes,,,no,,,no,,yes,"500","50",,"3000",,,,,,"0",,,,"9000",,"0",,mixed,no,mgcsd,,,,yes,,,yes,,"2",day_school,,,,yes,no,,,,yes,,no,no,yes,,,Anet Ayuma,,,,,,"36","19","17",,"3","3",,"3","0","0",,"0",,,,,pre_primary,,,,sometimes,,,,node/9158114917,,,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627552546502.jpg,,,,,,,,,,,,mathare,St Saviour Academy,,,,individual,,,individual,,,no,,,,,,,,,,,,,,,,,,,,yes,"2",,"2",yes,"2",,,,,,,tap,
"MULTIPOINT ((36.873402 -1.25809))",2021/10/08,muindre,"small_cars,big_vehicles",,,,school,,,,"1","7","0",,concrete,concrete,,,,18381 Nairobi,stsaviour@gmail.com,,,"0726777123",,,,,,,,"8_4_4,2_6_3_3_3",PAG ngei,no,,,yes,yes,,,yes,,,yes,,yes,"500","50",,,"4000","4000",,,,"0",,,,"12000",,"0",,mixed,no,mgcsd,,,,yes,,"250",yes,,"7",day_school,,,,yes,yes,school_fees,,,no,,no,no,yes,,,Annet Ayuma,,,,,,"70","40","30",,"7","4","3","7","2","0",,"0",,,,,primary,,,,sometimes,,,,node/9158125717,,,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627552058648.jpg,,,,,,,,,,playground,,mathare,St Saviour Academy,,,,individual,,,individual,,,,,,,,,,,,,,,,,,,,,,,yes,"2",,"2",yes,"2",,,,,tap,,,
